,setnumber,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3659,3659,dummy,1beB8x5zGWu7rQS7Y6jOLQ,0.65,0.279,3,-14.753,1,0.0286,0.639,0.886,0.0679,0.331,126.976
3660,3660,dummy,52sUt1HsFxScRUbOxnBQRP,0.425,0.657,7,-8.143,0,0.0572,0.00231,0.888,0.286,0.261,118.018
3661,3661,dummy,5nG7Bn3DCCtgrhyumuuxZB,0.689,0.573,10,-10.835,0,0.077,0.0723,0.941,0.135,0.92,164.076
3662,3662,dummy,3pOnjFb8q7itcxMfyvOIuP,0.841,0.562,5,-9.745,1,0.175,0.152,0.259,0.679,0.796,121.974
3663,3663,dummy,3MtXPqKTTeDduI24TNveKF,0.627,0.722,8,-12.311,1,0.414,0.84,0.849,0.715,0.409,93.935
3664,3664,dummy,4b0YbHgXZ1A3A8EVetDUu0,0.516,0.11,5,-17.919,1,0.0691,0.945,0.909,0.0758,0.0,72.849
3665,3665,dummy,39RpElgUqfX7XByAfUZGpg,0.668,0.454,7,-18.313,1,0.0501,0.22,0.921,0.1,0.0656,118.007
3666,3666,dummy,1ppw4aUaKKiY43tRMJD05h,0.541,0.939,1,-7.9,1,0.12,0.0054,0.802,0.503,0.288,170.157
3667,3667,dummy,6TxvHhIRc5dzxXjexhCliW,0.27,0.34,2,-16.609,1,0.0357,0.974,0.95,0.51,0.248,97.928
3668,3668,dummy,101fqPFpitvsTrmbRfJ4Uy,0.263,0.706,9,-7.249,1,0.247,0.0633,0.0259,0.307,0.479,153.044
3669,3669,dummy,4eR5H2yPKHqiYNkkyNaB2c,0.322,0.698,0,-14.506,1,0.0469,0.00912,0.903,0.118,0.377,133.174
3670,3670,dummy,1uzD8sp5mhVnTEei4bb7k4,0.442,0.662,4,-10.537,0,0.0352,0.0105,0.86,0.0879,0.21,164.947
3671,3671,dummy,57ZgmPBjQzjF9XVWCW0xmr,0.457,0.545,8,-11.333,0,0.0384,0.018,0.888,0.106,0.0324,112.019
3672,3672,dummy,0GUZTiJprOf8OMtrVmjTyD,0.756,0.737,6,-10.069,0,0.068,0.226,0.898,0.0908,0.573,126.995
3673,3673,dummy,0erSl4bCBQPZLKmVt8J6Jp,0.625,0.718,6,-9.264,1,0.0417,0.0782,0.897,0.104,0.727,97.989
3674,3674,dummy,4dTXEKJEBO8fSAYbyV6gYs,0.634,0.975,10,-7.318,0,0.204,0.0187,0.627,0.0726,0.211,168.095
3675,3675,dummy,0VnLVVahU7Jb5ytjnLtMx2,0.493,0.926,0,-7.396,0,0.0386,0.081,0.874,0.685,0.859,104.286
3676,3676,dummy,24cJjVk2EPpsiTt8JH1cSJ,0.276,0.771,10,-20.855,0,0.092,0.836,0.101,0.118,0.0336,72.862
3677,3677,dummy,3wBp0Q2FNi1r7dbavUddnL,0.664,0.901,10,-8.95,0,0.0871,0.000432,0.774,0.319,0.859,159.906
3678,3678,dummy,3C1z7AyGWhSNITaiz5tgws,0.423,0.708,5,-5.876,0,0.221,0.192,0.148,0.596,0.149,93.7
3679,3679,dummy,5MNmgz99QpQwmcyye2EoNd,0.613,0.532,0,-6.373,1,0.0376,0.273,0.594,0.159,0.242,114.939
3680,3680,dummy,2ETmKAPTdY9DEIcWNo5IiZ,0.506,0.353,2,-15.189,0,0.0335,0.549,0.655,0.38,0.209,171.301
3681,3681,dummy,1fmoCZ6mtMiqA5GHWPcZz9,0.717,0.46,11,-11.326,0,0.0372,0.0287,0.785,0.0661,0.0961,110.993
3682,3682,dummy,2xKnrarkfG4vP7xx1rs3Mh,0.532,0.941,10,-7.648,0,0.0432,0.198,0.824,0.275,0.335,89.981
3683,3683,dummy,6qmXeDp59f5pX910mgNrBp,0.634,0.757,11,-9.78,0,0.0368,0.0874,0.909,0.0828,0.305,105.002
3684,3684,dummy,1Nbuj10eEi5V2bx7S2k7am,0.681,0.784,1,-8.471,0,0.0514,0.00561,0.878,0.075,0.281,105.017
3685,3685,dummy,1YjAkPwLAfOqRsTt971xID,0.574,0.429,3,-10.502,0,0.0392,0.0138,0.873,0.313,0.0625,82.003
3686,3686,dummy,3yPDtsP4pwO80uK7Bkg4vP,0.291,0.964,9,-6.704,1,0.119,0.16,0.828,0.0946,0.541,166.951
3687,3687,dummy,5D7jl5qqynjNZZEiy4KQ2b,0.551,0.659,11,-12.302,1,0.0357,0.122,0.919,0.112,0.408,61.984
3688,3688,dummy,6hKPBJ2UhsAZhkZVYGdJor,0.793,0.836,1,-7.761,1,0.0287,0.658,0.901,0.132,0.833,125.893
3689,3689,dummy,1uU9XdnfngoIGba1nEHbg1,0.846,0.424,11,-11.081,0,0.103,0.00174,0.582,0.0474,0.572,125.989
3690,3690,dummy,3FeQweSLSbVkLcPDZuTiGX,0.812,0.554,7,-10.978,1,0.0567,0.00254,0.698,0.0558,0.785,123.289
3691,3691,dummy,6NYNY2uydifnZzVQLEH5dy,0.804,0.751,8,-14.446,0,0.0921,0.0217,0.895,0.0869,0.354,130.509
3692,3692,dummy,24hQDDpWTDU0nDoxn2Cskf,0.637,0.516,0,-15.785,1,0.0378,0.0205,0.000507,0.121,0.626,119.996
3693,3693,dummy,2czcHsfJwXvOlIz6tXbEvr,0.779,0.961,6,-10.447,0,0.067,0.000123,0.904,0.0514,0.413,127.04
3694,3694,dummy,5GwqtJkXxEU4AB7zjD1cCe,0.785,0.71,4,-11.307,0,0.065,0.343,0.000496,0.116,0.555,122.588
3695,3695,dummy,3OmIjYUcOawxzkhXKaeDA2,0.805,0.846,7,-6.83,1,0.214,0.0027,0.00177,0.286,0.43,127.208
3696,3696,dummy,3L1bBpBTa1SmGivOhR6DID,0.737,0.586,0,-10.219,0,0.042,0.0605,0.515,0.0632,0.894,119.364
3697,3697,dummy,7ohnm6Z5zI7BwUTIA49u4d,0.628,0.796,9,-10.869,0,0.032,0.000119,0.946,0.0858,0.452,125.004
3698,3698,dummy,44mojr9qLAwICh0t268QsG,0.71,0.902,5,-9.48,0,0.0349,0.143,0.747,0.0914,0.965,126.104
3699,3699,dummy,0XYKnlrMHp8QoR7d8nZwQT,0.623,0.719,3,-10.585,1,0.0502,0.311,0.0,0.277,0.777,120.005
3700,3700,dummy,2CbgPrMwa0UWUdppsOIoTR,0.862,0.639,10,-14.938,0,0.0917,0.376,0.0702,0.162,0.469,111.839
3701,3701,dummy,00A1brYppXpgTnxOfowSDx,0.625,0.281,0,-18.762,1,0.0349,0.207,0.00469,0.178,0.426,128.701
3702,3702,dummy,2hX4jY6URV3FsPgC7jqDAS,0.854,0.417,11,-14.713,0,0.0899,0.00283,0.157,0.0205,0.716,113.615
3703,3703,dummy,03raFMJnn6nfcLiEr2bD5G,0.806,0.914,1,-8.58,1,0.0504,0.00473,0.916,0.055,0.794,117.121
3704,3704,dummy,4t0UsYzmmmZRMTWn77jiGF,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258
3705,3705,dummy,2IaMIzFatsVn9L3uOeTtQh,0.881,0.829,9,-5.968,0,0.122,0.264,0.00063,0.127,0.814,115.418
3706,3706,dummy,0Zt1ies0Pz5hjI1HJ9CBPr,0.926,0.936,8,-7.187,1,0.115,0.00238,0.92,0.0581,0.359,131.396
3707,3707,dummy,1lB2kyB5h9ceZ388GBfC9L,0.804,0.782,6,-6.224,0,0.0606,0.00302,0.0872,0.662,0.346,116.806
3708,3708,dummy,5ZpVucua8rY59sauaGFOgm,0.794,0.985,7,-8.738,1,0.0511,0.0471,0.849,0.0942,0.481,128.125
3709,3709,dummy,6nOCYDh2XpFyI6kWaSq2tN,0.765,0.787,5,-7.955,0,0.0478,0.00344,0.865,0.0832,0.962,116.817
3710,3710,dummy,5NKHUvpRs7zr0yOQjx8Exr,0.802,0.637,11,-13.008,0,0.0624,0.000231,0.831,0.587,0.336,125.284
3711,3711,dummy,4ylwQ8WCmbTQiRUVK1Vfhn,0.741,0.879,1,-9.831,0,0.0663,0.0564,0.953,0.162,0.434,126.985
3712,3712,dummy,7hoi6QFhdQxyVhpExhDVbY,0.785,0.67,7,-8.967,1,0.0427,0.000753,0.0247,0.0585,0.521,112.121
3713,3713,dummy,06tqLw4yZclERCmX3AbeDd,0.724,0.94,1,-9.737,1,0.0499,0.0307,0.00364,0.351,0.81,116.46
3714,3714,dummy,5Oe5EZOuQvbxT05KQzb3RS,0.684,0.968,5,-7.936,0,0.0431,0.000643,0.911,0.119,0.966,124.722
3715,3715,dummy,25cVyUYzONCdHUeFWKbOol,0.772,0.887,11,-9.11,1,0.0475,5.7e-05,0.387,0.476,0.774,124.185
3716,3716,dummy,4adzkgGPYo6CKwJrrVB3mD,0.718,0.895,7,-7.869,0,0.0774,0.051,0.921,0.0855,0.343,125.58
3717,3717,dummy,3DEgWcnAyOpcRWKemcPazO,0.811,0.682,6,-11.239,0,0.173,0.0286,0.886,0.107,0.195,126.994
3718,3718,dummy,455mnX3JadXZkHw0H4Ithd,0.802,0.388,9,-6.249,0,0.0831,0.267,0.875,0.145,0.656,125.019
3719,3719,dummy,4KafNVRTXQWKjqWaWBRp4d,0.646,0.836,7,-11.476,0,0.0475,0.0218,0.8,0.245,0.862,115.487
3720,3720,dummy,5eFCFpmDbqGqpdOVE9CXCh,0.638,0.742,7,-11.421,1,0.0485,0.0111,9.45e-05,0.0762,0.698,120.772
3721,3721,dummy,35MD7T3AiEI6c3v4UDIALh,0.872,0.857,11,-7.027,1,0.0632,4.08e-05,0.801,0.0759,0.511,134.03
3722,3722,dummy,5HFOJLg0YMmPv3srRlNJhj,0.785,0.56,11,-13.596,0,0.0513,3.01e-05,0.895,0.0513,0.804,124.438
3723,3723,dummy,1GfYT8SJcyx3wOPUfX9gpH,0.592,0.785,11,-10.648,1,0.0391,2.35e-05,0.879,0.357,0.451,117.748
3724,3724,dummy,6FUYdRxGA1Dawu0aUc6nKM,0.798,0.589,7,-14.987,1,0.0607,0.0594,0.938,0.11,0.038,125.014
3725,3725,dummy,5MuNxNox3zTanAFIO5KcTl,0.7,0.815,7,-9.711,0,0.044,0.00115,0.00124,0.0901,0.837,113.245
3726,3726,dummy,3vVJ7Ge0Cg96V8rvWtnSKW,0.68,0.612,1,-8.344,1,0.197,0.00183,0.854,0.0868,0.305,127.492
3727,3727,dummy,3us9obEekGPTD7k0byXdnT,0.9,0.445,0,-13.079,0,0.057,0.0345,0.115,0.0768,0.956,119.993
3728,3728,dummy,796T2ROxTNibXRjVhjSzCa,0.718,0.93,7,-4.532,1,0.038,0.0026,0.0176,0.0363,0.697,128.736
3729,3729,dummy,5nGMyKW33c3Qn7AOMTz6mB,0.676,0.913,10,-4.912,1,0.218,0.0194,0.0,0.0958,0.639,126.078
3730,3730,dummy,524wRHQekJJvQWtAIy115v,0.715,0.572,6,-10.331,0,0.0586,0.00522,0.102,0.085,0.67,118.343
3731,3731,dummy,3Xpu0Rm3uuVcXIGTXVhiYE,0.54,0.813,9,-9.086,0,0.0622,0.0638,0.000493,0.235,0.101,149.988
3732,3732,dummy,3c4hgZxCseRM3bj2Ac74mJ,0.857,0.503,0,-12.762,1,0.089,0.00141,0.917,0.108,0.44,127.947
3733,3733,dummy,5EvzjUvSnHIqYhnTA8XhzI,0.739,0.842,11,-5.994,0,0.0701,0.512,8.37e-06,0.0807,0.939,116.26
3734,3734,dummy,5g5mIowIabmYqqMcgzXub0,0.786,0.773,1,-10.706,1,0.118,0.00242,0.837,0.0986,0.359,127.049
3735,3735,dummy,5ZlEbabvpMbpt8FkOc6P4q,0.524,0.176,6,-16.044,1,0.0559,0.893,0.0,0.149,0.602,135.537
3736,3736,dummy,2Krd2Kl5ai9qlxZEsniNOv,0.989,0.337,8,-15.79,0,0.122,0.000797,0.669,0.104,0.17,117.688
3737,3737,dummy,1fQl4V2H28FBwgnXnx4lVX,0.685,0.756,0,-13.631,1,0.035,0.201,0.927,0.111,0.641,115.112
3738,3738,dummy,19PT5QyJ2ueKfP00PY313H,0.543,0.531,1,-9.232,1,0.0447,2.58e-05,0.86,0.0873,0.138,123.991
3739,3739,dummy,34KTEhpPjq6IAgQg2yzJAL,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
3740,3740,dummy,5LPbV9HGYquJThvbCN89nw,0.468,0.524,1,-12.38,0,0.0474,0.00064,0.0221,0.131,0.537,136.293
3741,3741,dummy,3OtpZhuI28h9yDjDbOkqSb,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806
3742,3742,dummy,7ERZgMLgpVhrp2D6JYy02t,0.63,0.683,0,-12.795,1,0.0289,0.000688,0.000689,0.171,0.955,115.827
3743,3743,dummy,0OhoCButpfcXzVkPeFNOyj,0.38,0.509,9,-7.201,1,0.0258,0.287,0.687,0.212,0.161,76.811
3744,3744,dummy,19hDHreOgooLfOz9WXp5Z4,0.233,0.214,10,-12.499,1,0.0348,0.893,0.0173,0.0856,0.104,127.892
3745,3745,dummy,6W9nK2wPyJklgDVf0AQcPO,0.362,0.855,5,-8.806,0,0.0743,0.000143,0.83,0.137,0.215,124.359
3746,3746,dummy,3ftHrCjsTUPLgI48m67byk,0.643,0.364,5,-11.018,0,0.04,0.715,0.0,0.659,0.283,133.377
3747,3747,dummy,2JuasWPUodaUxf5nwNpciQ,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136
3748,3748,dummy,1WwDFD23XjqAAtRTky5UwK,0.206,0.8,7,-6.166,1,0.0786,0.00199,0.000495,0.11,0.277,192.948
3749,3749,dummy,3VEFybccRTeWSZRkJxDuNR,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267
3750,3750,dummy,3Y8X0tMSEKZt7rOHDwCrtt,0.421,0.938,11,-4.241,0,0.0539,5.81e-05,0.00409,0.147,0.482,156.791
3751,3751,dummy,5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
3752,3752,dummy,4gWzDHJjOjtlZMqjRHAbAj,0.42,0.892,11,-5.756,0,0.0385,0.00406,3.53e-05,0.386,0.397,143.732
3753,3753,dummy,7niLUfkxe4ebzVSID6uE1m,0.246,0.958,9,-9.269,1,0.0662,0.0136,0.076,0.121,0.163,132.498
3754,3754,dummy,5X2Z78KBrHKkzcjdZZs5UN,0.473,0.856,4,-8.258,0,0.0549,0.00182,0.00936,0.0745,0.558,143.099
3755,3755,dummy,3cMliO9emUSa4d1Ap2MbfW,0.543,0.961,4,-2.749,1,0.0373,0.000789,1.29e-06,0.431,0.567,131.463
3756,3756,dummy,6lysobKPEYLbstdZs0F0VL,0.464,0.759,4,-10.36,0,0.0517,0.00489,0.00134,0.151,0.309,109.489
3757,3757,dummy,5tuSu554gnalzbg4t2jKfc,0.536,0.961,0,-7.859,1,0.058,0.0124,0.00512,0.801,0.632,136.702
3758,3758,dummy,0M5xRyxGpFFDfzN2x0wdpH,0.473,0.741,2,-5.299,1,0.0305,7.64e-05,0.00114,0.565,0.487,84.974
3759,3759,dummy,5RX5x24vOXBWrZNzF2Wmta,0.15,0.964,9,-5.79,1,0.0797,7.92e-05,0.478,0.962,0.382,163.629
3760,3760,dummy,5dndBL5i7RAr4CNVjxeX0V,0.388,0.846,10,-5.193,0,0.0335,5.51e-05,0.164,0.0828,0.351,103.93
3761,3761,dummy,679zqcQuKakOGI93NPCqB8,0.403,0.272,2,-13.492,1,0.0325,0.403,0.17,0.0806,0.105,130.872
3762,3762,dummy,6GtX0jaNL8IjVQfrDBx81z,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864
3763,3763,dummy,0jAQaqq758qnkQaj15uGtT,0.527,0.73,9,-5.519,1,0.0359,0.00433,0.00019,0.101,0.485,156.139
3764,3764,dummy,2RDgs05sg2vrpwiAEUkWd0,0.539,0.883,6,-6.614,0,0.0652,0.00451,1.38e-06,0.0606,0.405,118.058
3765,3765,dummy,2Lqugn2Z8HviFd8ZLOaZsV,0.289,0.828,5,-8.953,0,0.0486,2.19e-05,0.0197,0.055,0.127,99.103
3766,3766,dummy,1JcO1aNIYrXh0Vx4YtraN0,0.238,0.915,9,-7.574,1,0.0628,0.000102,0.00866,0.0821,0.197,158.852
3767,3767,dummy,2Avh5LgyS4UCeYbzmgiSg9,0.427,0.884,4,-8.631,1,0.0905,0.0301,0.211,0.109,0.623,176.563
3768,3768,dummy,2cGGiNxwOle26xZz6wVNWj,0.185,0.988,2,-6.426,1,0.201,0.00054,7.47e-06,0.981,0.0955,168.816
3769,3769,dummy,7eZd2MZJTBfoe0isAyawPg,0.399,0.211,1,-14.236,1,0.0292,0.88,0.0103,0.107,0.0391,97.569
3770,3770,dummy,5gw55IexPLnJMXaGs8s4Tc,0.337,0.899,6,-5.985,0,0.0394,0.000748,0.0,0.388,0.436,177.236
3771,3771,dummy,0vl6IBNXnbrMakBQa4Le4r,0.373,0.697,7,-9.227,1,0.0443,0.101,0.00407,0.217,0.318,134.943
3772,3772,dummy,53W0AL4qdOb5IpCxJM4AdE,0.17,0.738,5,-6.678,1,0.0517,0.25,0.000906,0.15,0.352,173.28
3773,3773,dummy,2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623
3774,3774,dummy,6G2baGa99QcqUUTmkEgeZl,0.425,0.837,11,-10.096,1,0.0318,2.04e-06,0.366,0.108,0.441,128.13
3775,3775,dummy,0sYSmwfWuCptcdhBsqbe48,0.268,0.657,6,-4.387,1,0.0366,0.00404,0.0516,0.0731,0.403,182.684
3776,3776,dummy,23YZ38T4GxsuO32hfjIoRU,0.424,0.547,0,-10.775,1,0.0322,0.0113,0.0,0.241,0.25,137.211
3777,3777,dummy,4WHPvI0UcOhJo8LzPxHf2w,0.346,0.954,1,-6.712,0,0.216,0.00688,0.0319,0.292,0.127,150.467
3778,3778,dummy,4mnvnildEMsGIQtgTBdH07,0.443,0.949,9,-7.454,1,0.0448,0.0362,2.9e-05,0.294,0.548,127.106
3779,3779,dummy,3eU0KGjcpzaQ7UXGMEcOtB,0.544,0.856,0,-6.442,1,0.0531,0.000113,0.0,0.347,0.874,135.448
3780,3780,dummy,4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867
3781,3781,dummy,1VZGj6BcHwbfLxxYlhk8kI,0.648,0.295,11,-15.026,1,0.0292,0.811,0.0164,0.0806,0.175,140.062
3782,3782,dummy,04Jk0uP8SbDHLyAKfRctNQ,0.558,0.817,0,-5.958,1,0.038,0.39,0.0,0.137,0.874,130.956
3783,3783,dummy,03h7aLNRDhxMOmVLcbtfl1,0.378,0.934,7,-5.979,1,0.0646,0.000135,3.91e-05,0.157,0.387,150.815
3784,3784,dummy,5ujavRJ7Mdjg8IEUoWlLCo,0.482,0.472,4,-5.802,1,0.0336,0.261,5.08e-05,0.17,0.299,138.705
3785,3785,dummy,2YolSRrYvFxhTGjbiT33yH,0.323,0.633,8,-9.014,1,0.0402,0.00783,0.000112,0.0435,0.209,103.978
3786,3786,dummy,5xHqy0VDZEDSBdkecbfz0H,0.4,0.635,9,-11.78,1,0.0441,0.125,0.0385,0.363,0.35,132.131
3787,3787,dummy,7qCIP5KHYy9HuXbEEWzmC7,0.226,0.823,2,-5.425,0,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809
3788,3788,dummy,72ZZqYFcpdIxC84EYsWjpP,0.443,0.176,8,-18.46,1,0.0337,0.756,0.845,0.111,0.0717,65.907
3789,3789,dummy,3trS6e40JCVUOpPVt5OdHj,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063
3790,3790,dummy,5jPLxdGG7KKX9rM3xrm6Dd,0.94,0.208,9,-15.237,0,0.0851,0.209,0.0832,0.105,0.149,115.873
3791,3791,dummy,14EUcXXpqrC03Dzzdj8bGr,0.685,0.307,0,-17.283,1,0.0305,0.797,0.28,0.0988,0.559,114.981
3792,3792,dummy,1MaqkdFNIKPdpQGDzme5ss,0.521,0.702,0,-5.189,1,0.0331,0.189,0.0,0.0962,0.25,127.976
3793,3793,dummy,11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016
3794,3794,dummy,40xhyfAPDoMtv494MfPevP,0.47,0.792,0,-8.932,1,0.26,0.171,1.28e-06,0.313,0.214,170.085
3795,3795,dummy,6vrUTGn5p8IrfTZ0J6sIVM,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667
3796,3796,dummy,3B3eOgLJSqPEA0RfboIQVM,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366
3797,3797,dummy,1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.097,0.204,76.034
3798,3798,dummy,6CngZA32wwYDbfY0f3pVj2,0.429,0.0245,5,-31.444,1,0.0364,0.974,0.917,0.11,0.197,71.187
3799,3799,dummy,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986
3800,3800,dummy,76aadnUFFANRNDs6L3aqxw,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754
3801,3801,dummy,1XuTyNtFLZvBBBHtgte5F2,0.177,0.0862,7,-25.233,1,0.0354,0.73,0.951,0.0806,0.0566,86.321
3802,3802,dummy,0SuG9kyzGRpDqrCWtgD6Lq,0.526,0.328,1,-9.864,1,0.0461,0.694,0.0,0.112,0.11,116.068
3803,3803,dummy,1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95
3804,3804,dummy,44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307
3805,3805,dummy,0VLascXUZ2Ze2u5kUD5J1f,0.277,0.0314,2,-30.21,1,0.0545,0.992,0.943,0.0712,0.0495,131.571
3806,3806,dummy,50FgfudO6MUkdP3XMIf1hh,0.324,0.494,7,-7.274,1,0.0319,0.221,0.0,0.347,0.39,125.766
3807,3807,dummy,3JOVTQ5h8HGFnDdp4VT3MP,0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117
3808,3808,dummy,331TLlSwGbVcNKJMkylNbK,0.128,0.133,8,-13.919,1,0.0385,0.919,0.657,0.105,0.0397,66.897
3809,3809,dummy,0N5zjRnf8AreOm95iSBXF4,0.58,0.318,2,-8.926,1,0.0279,0.756,0.000171,0.117,0.295,129.757
3810,3810,dummy,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
3811,3811,dummy,09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9,-4.78,1,0.0287,0.0328,0.0,0.183,0.358,173.794
3812,3812,dummy,4vJ2nNBA6sxAUN5kLGPq3Q,0.449,0.179,9,-13.474,0,0.0408,0.985,0.000367,0.134,0.24,197.877
3813,3813,dummy,2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064
3814,3814,dummy,1vgSaC0BPlL6LEm4Xsx59J,0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46
3815,3815,dummy,3ZsOYk34IQMrH4B1PBdofL,0.752,0.292,9,-8.967,0,0.0928,0.843,0.0,0.1,0.621,89.831
3816,3816,dummy,4gs07VlJST4bdxGbBsXVue,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031
3817,3817,dummy,60ZGteAEtPCnGE6zevgUcd,0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021
3818,3818,dummy,0Cvjlph1WGbwZY1PlMEtJY,0.363,0.129,0,-14.304,1,0.0322,0.904,1.52e-06,0.157,0.147,80.367
3819,3819,dummy,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
3820,3820,dummy,1T8PwF3JhIiWwBhun23RNe,0.6,0.624,8,-3.631,1,0.0334,0.385,0.0,0.125,0.529,90.036
3821,3821,dummy,4nvDLfz3eExaYG4cuRYWkQ,0.703,0.532,11,-7.534,1,0.0483,0.364,0.0,0.0972,0.331,115.149
3822,3822,dummy,7l1qvxWjxcKpB9PCtBuTbU,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1
3823,3823,dummy,7BNWtMbwnx7A2cbKVG7lhe,0.515,0.159,1,-8.972,1,0.0288,0.944,0.0,0.109,0.205,72.907
3824,3824,dummy,3rocTBn0NsGrVAHGOZNzH5,0.373,0.114,5,-17.951,1,0.0476,0.964,0.000498,0.111,0.173,127.545
3825,3825,dummy,7BSMSvK0WxrDeI98bswYa8,0.393,0.0668,7,-20.755,1,0.0404,0.963,0.105,0.107,0.0384,136.938
3826,3826,dummy,7aHXCG5cGPHv4BhSBaciEL,0.312,0.00393,0,-36.36,1,0.0482,0.991,0.898,0.0636,0.22,135.19
3827,3827,dummy,1DDNfRbtLn2dxm4onBxhOV,0.713,0.319,0,-11.099,1,0.028,0.81,5.71e-06,0.142,0.472,94.043
3828,3828,dummy,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028
3829,3829,dummy,4aPRuTsiG7B4owTTF8Dm3U,0.486,0.839,10,-4.5,1,0.158,0.327,0.0,0.048,0.398,165.948
3830,3830,dummy,2bkyTJ4bAnc8a5ly3dg9DX,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658
3831,3831,dummy,2WZyfujzMweFLnozyUJBkW,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01
3832,3832,dummy,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931
3833,3833,dummy,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
3834,3834,dummy,4XMP3zVxrnr58T0tjIHvpR,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06
3835,3835,dummy,3xr8COed4nPPn6XWZ0iCGr,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703
3836,3836,dummy,3Tnc6rvBZIgilMUw7lwfb0,0.0991,0.1,0,-19.207,1,0.0403,0.972,0.718,0.105,0.0398,88.46
3837,3837,dummy,3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22e-05,0.106,0.125,117.131
3838,3838,dummy,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961
3839,3839,dummy,2nUy0ifVE7UwtOK4rugFsP,0.469,0.976,0,-3.569,0,0.111,0.000287,0.217,0.0636,0.222,124.001
3840,3840,dummy,6mL1akJUHU2MCycbcaJBzg,0.177,0.932,5,-3.217,0,0.168,5.73e-06,7.07e-05,0.309,0.226,197.1
3841,3841,dummy,17OXyuj3O4fDRv8eMIP4fC,0.479,0.974,2,-2.669,1,0.138,0.00157,0.0,0.317,0.143,140.128
3842,3842,dummy,20yI7vV8LHInkx8YPivLT7,0.384,0.971,10,-4.993,1,0.154,1.31e-05,0.0352,0.124,0.132,145.09
