,setnumber,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
786,786,dummy,1LfbJtPUvTHBj12eox6T3P,0.413,0.703,1,-6.078,1,0.0344,0.12,0.000661,0.0924,0.113,123.063
787,787,dummy,5ivhfpfnoHhD8rUI2t3aJG,0.414,0.972,9,-2.41,0,0.258,0.00721,0.0,0.3,0.395,170.957
788,788,dummy,7FSPHji7NS9Q1mnf7uP64a,0.442,0.921,11,-3.959,0,0.0489,0.01,1.67e-06,0.612,0.526,153.987
789,789,dummy,6hLhIvmUraxcnNuyeJ2DVu,0.63,0.814,0,-5.758,0,0.0296,0.0228,0.0,0.188,0.331,94.977
790,790,dummy,41bZAkTy42zmHhs7XXKzBj,0.591,0.928,6,-3.247,1,0.0279,0.0061,0.0,0.363,0.782,97.497
791,791,dummy,1q6VSWuvkUSWUplrYyMusK,0.639,0.936,2,-3.626,0,0.0413,0.0945,0.000123,0.254,0.67,133.058
792,792,dummy,70tdqvTvB1z00947SVvCUw,0.403,0.934,9,-2.823,1,0.0658,0.000454,0.0,0.102,0.827,177.963
793,793,dummy,76jRSSkd4pLwUflgwSeuB0,0.35,0.935,1,-4.368,0,0.0907,0.00731,1.79e-05,0.339,0.333,171.993
794,794,dummy,18OYdAqrZuJhCB4RJnH02n,0.383,0.804,0,-5.054,1,0.0807,0.0216,6.11e-06,0.0886,0.35,166.766
795,795,dummy,3I2Hd6ocYAzxFS9VMEMEKJ,0.531,0.573,2,-5.77,1,0.0263,0.309,0.0,0.282,0.283,80.029
796,796,dummy,7rfqoFRIC9VLaTJ0OPVAmr,0.411,0.585,0,-5.279,0,0.0317,0.0804,0.0,0.0865,0.0828,83.037
797,797,dummy,04dSGJCoU0ZIyv8r34FNZw,0.328,0.915,3,-2.118,1,0.0743,0.0917,1.54e-06,0.206,0.483,179.951
798,798,dummy,48CwEfmOEQZk6oFmxKpIWW,0.406,0.791,9,-3.461,1,0.037,0.0139,0.0,0.113,0.476,159.833
799,799,dummy,1viXf20o4SV3OXkCY1OI42,0.574,0.96,11,-3.033,0,0.0702,0.0556,0.000137,0.377,0.764,133.973
800,800,dummy,3T2CGUAb3plUAE1O4C8St9,0.683,0.598,10,-8.622,0,0.0538,0.261,0.0168,0.171,0.799,107.06
801,801,dummy,1OO2Fp9PsnaayiekeXuGJX,0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131
802,802,dummy,4N0TP4Rmj6QQezWV88ARNJ,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625
803,803,dummy,3oJL3rNbTyRmHaU2Yr4TpP,0.751,0.848,2,-4.289,1,0.129,0.0286,0.0167,0.0856,0.587,101.197
804,804,dummy,26FOglnpqOEWUyspcbNYq6,0.802,0.599,5,-11.259,1,0.0537,0.0585,0.00602,0.0804,0.886,114.651
805,805,dummy,3z8kox8O9CTOPJOtgK6Xan,0.641,0.917,1,-5.496,0,0.0888,0.565,3.81e-05,0.236,0.856,101.787
806,806,dummy,4Cv6ongCvJy9JfSkWVnb5D,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52
807,807,dummy,3k0Jp5IYHtBeSNKUEOqE0i,0.883,0.667,1,-12.143,1,0.0601,0.271,0.000856,0.115,0.91,111.402
808,808,dummy,6BdiFsPMPkSEEO4fFXFVWX,0.907,0.875,7,-11.001,1,0.0635,0.0461,0.00349,0.13,0.865,129.797
809,809,dummy,2wYKNcoqKW4IEcllj42xz1,0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664
810,810,dummy,62W5VouctXG9jggZdHaEi1,0.746,0.612,0,-10.328,1,0.117,0.106,0.000182,0.292,0.639,98.742
811,811,dummy,7Bz8yww6UMbTgTVLG6zbI4,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075
812,812,dummy,0RgcOUQg4qYAEt9RIdf3oB,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516
813,813,dummy,1kG2PZ8geznbDA8I6iWeDi,0.773,0.561,9,-10.224,1,0.225,0.204,0.0,0.0575,0.717,112.582
814,814,dummy,3Ho35OJixLg20qshXRgfBs,0.856,0.762,5,-10.445,1,0.0814,0.112,0.00549,0.296,0.839,105.258
815,815,dummy,5hWLHFSmomXmeTXEE478My,0.537,0.82,11,-7.011,0,0.127,0.256,1.93e-06,0.432,0.881,94.429
816,816,dummy,3olJm5hPTWRM89ZNuPbNMg,0.494,0.98,5,-4.795,1,0.0565,0.0233,0.479,0.225,0.955,181.689
817,817,dummy,2bAmuf7gFx5ziCMcGYjw2v,0.934,0.64,5,-9.011,0,0.0739,0.187,0.00587,0.193,0.853,111.87
818,818,dummy,1hRDHWWealh2Pk3fnpIe75,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125
819,819,dummy,2TrNXQBxFEv7xqeOaJwPyS,0.669,0.825,5,-8.351,0,0.0432,0.0584,6.81e-05,0.0341,0.867,105.888
820,820,dummy,6MWz0DeLwdnAUiI85V41Uo,0.759,0.874,6,-5.857,0,0.0371,0.0797,0.000105,0.0483,0.93,111.946
821,821,dummy,1c0ShGrrj3m04rrOWrWFEH,0.849,0.843,9,-7.154,0,0.105,0.209,0.00292,0.0309,0.963,141.926
822,822,dummy,66TSoVnJ1P9Tyok03zUlTr,0.666,0.733,9,-5.884,1,0.0563,0.138,0.000349,0.0892,0.597,101.858
823,823,dummy,0BRETWVsgLUOyuw1GQdhiG,0.764,0.61,0,-12.159,1,0.0566,0.0433,0.0303,0.0548,0.975,98.466
824,824,dummy,2x1LQq8lsUzAA2wNj8yjC9,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234
825,825,dummy,7cwuk7OJRQQEbuPMB1u67e,0.79,0.667,1,-7.414,1,0.265,0.462,0.0,0.128,0.965,117.067
826,826,dummy,3hRm4LOGGQjLbG4wOnm2jn,0.717,0.947,8,-4.175,0,0.0785,0.283,0.00558,0.0264,0.875,101.556
827,827,dummy,0hyZgl8tHThlycPEVwBpax,0.587,0.783,5,-8.608,1,0.0722,0.0784,2.23e-05,0.783,0.956,92.059
828,828,dummy,3JMtGlh9gg0UCN7E2MLZUj,0.664,0.789,8,-8.913,1,0.162,0.0912,0.0,0.277,0.663,115.173
829,829,dummy,4Cs2HkcT5D9xCAoy2VAp9I,0.716,0.917,3,-4.449,1,0.0927,0.333,1.98e-05,0.0727,0.893,110.473
830,830,dummy,4XRkQloZFcRrCONN7ZQ49Y,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693
831,831,dummy,5OcyX5eg7VrJuI833qOCUc,0.868,0.644,6,-10.987,1,0.194,0.159,0.00018,0.901,0.785,97.933
832,832,dummy,7cnWNeQIQutKJmL3MZSfr6,0.746,0.525,0,-8.7,1,0.186,0.311,0.00867,0.0818,0.835,95.116
833,833,dummy,5VJjhHyG8NZ5xdgG6uTb3P,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877
834,834,dummy,2kuJvOH9V7kuakRx6mvYca,0.793,0.442,8,-11.293,0,0.0569,0.236,0.00176,0.0662,0.83,115.995
835,835,dummy,17Y2K7uNxMkaTDBtf1Tcv3,0.83,0.565,9,-11.013,0,0.0507,0.00784,0.00429,0.0873,0.873,112.163
836,836,dummy,7b8s4Z0abQQ4x4jpct4GjR,0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921
837,837,dummy,0xbkxTqSaW5blsYgRXpB5I,0.854,0.776,8,-9.85,1,0.217,0.436,0.175,0.0549,0.656,111.212
838,838,dummy,74iQ3gahRTOGc19bYadBE3,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822
839,839,dummy,62fnuo5anKzkxu7fL8kp0d,0.776,0.457,1,-6.187,1,0.0759,0.0407,0.00378,0.0208,0.731,101.391
840,840,dummy,3vtndp1juzqgWOe4rQIP9V,0.85,0.78,7,-5.427,0,0.0609,0.0593,8.16e-05,0.0205,0.948,107.01
841,841,dummy,13v3siPyvy5TTEZYmGPPse,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55
842,842,dummy,5KV0kTuocyu9UT2aq2fuiB,0.868,0.671,7,-10.284,1,0.0393,0.0514,0.345,0.0366,0.957,122.342
843,843,dummy,6korvxtUEyt590jUFOfADm,0.792,0.476,6,-11.707,1,0.0412,0.372,0.0157,0.027,0.82,98.871
844,844,dummy,09Sd1TvVlqzlOTr3TWgksg,0.689,0.805,5,-9.561,0,0.0519,0.219,1.44e-06,0.0513,0.895,95.033
845,845,dummy,2N6RKUqTjFbEBjFlfHyLJZ,0.829,0.787,0,-7.446,1,0.0626,0.118,0.00537,0.0932,0.862,105.84
846,846,dummy,5q5qmdfdJAVOv1mbSk7xxN,0.793,0.772,11,-7.28,0,0.146,0.0619,0.00993,0.0749,0.775,126.443
847,847,dummy,0SnpZEgj2yOQlWu5k13Guz,0.766,0.878,10,-5.257,0,0.0673,0.0549,0.000273,0.0309,0.907,101.875
848,848,dummy,2XVQdI3m0giGxNrwUhV3yP,0.894,0.423,0,-13.968,1,0.0821,0.00239,0.446,0.0796,0.462,122.144
849,849,dummy,6CSLNGruNhqpb5zhfs5n3i,0.843,0.656,1,-11.184,1,0.0595,0.0466,0.0187,0.169,0.931,121.112
850,850,dummy,4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
851,851,dummy,1XbC2PUR09MlgmpVbLgF4L,0.552,0.717,5,-7.328,1,0.0711,0.214,2.89e-06,0.141,0.262,127.915
852,852,dummy,5fpZBXuorlUCC9SP6LVuw3,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167
853,853,dummy,3LGsgpx4TfxhXbr07OFKqs,0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974
854,854,dummy,2gCvWjrHt6PVJjIN1amlje,0.312,0.445,11,-7.202,0,0.0305,0.365,0.0038,0.13,0.272,97.967
855,855,dummy,4VbDJMkAX3dWNBdn3KH6Wx,0.67,0.876,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.736,126.968
856,856,dummy,7JbHx1w8yllNESuyp9SYv3,0.667,0.266,9,-16.339,0,0.0362,0.918,0.284,0.136,0.349,138.178
857,857,dummy,1hxq7kWQnwdhxgpEugBMGk,0.359,0.648,3,-7.06,1,0.035,0.108,0.0135,0.0555,0.133,111.733
858,858,dummy,0mBkoM8r7KAQzZij5swTUL,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967
859,859,dummy,1lgN0A2Vki2FTON5PYq42m,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068
860,860,dummy,1akkzUk0nUq90X56xDVGHZ,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961
861,861,dummy,7BNDyzwDboNRR2wmd7GSew,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01
862,862,dummy,07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
863,863,dummy,7zE6pyXLjUCOy8PG0UL5SZ,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996
864,864,dummy,5c9YHjSjEZxaCxsF1Gy5Jt,0.628,0.883,8,-5.578,0,0.14,0.0316,0.000106,0.0622,0.658,87.91
865,865,dummy,5Fli1xRi01bvCjsZvKWro0,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024
866,866,dummy,47Av8QkXRAhsrYxr51X3hC,0.809,0.782,5,-5.625,0,0.0564,0.154,5.64e-06,0.0642,0.669,99.969
867,867,dummy,69yfbpvmkIaB10msnKT7Q5,0.483,0.894,9,-3.9,1,0.223,0.0407,0.0,0.282,0.278,139.858
868,868,dummy,5WBnKCEsPwsvWHUZmLjS3s,0.524,0.885,5,-3.079,1,0.037,0.0997,0.0,0.0708,0.395,119.954
869,869,dummy,5mSjJvTv9l5X2CblEa2ehN,0.523,0.621,0,-5.535,0,0.032,0.0751,0.00226,0.0895,0.35,106.961
870,870,dummy,0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508
871,871,dummy,0QMK2WVjKy3iKdqajgDB1P,0.57,0.397,10,-11.091,1,0.0322,0.737,3.54e-05,0.082,0.297,78.013
872,872,dummy,3UjtIALeg72qmJiKPWBvM3,0.561,0.741,6,-4.239,0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001
873,873,dummy,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
874,874,dummy,32I8vEvwsUXTst1QSsmpSR,0.522,0.934,5,-5.03,0,0.0617,2.1e-05,0.00399,0.253,0.304,135.052
875,875,dummy,3Nttjgkm2lDCRVFpMh22hv,0.617,0.862,0,-4.555,1,0.0458,0.0182,1.33e-06,0.0865,0.472,86.981
876,876,dummy,6FQhNnwd4ZzHtH5NGL1YIQ,0.754,0.785,8,-7.457,0,0.0273,0.00776,0.102,0.339,0.632,126.006
877,877,dummy,5imUTBF35uIoABlV9g9da2,0.337,0.859,2,-3.189,0,0.106,0.0484,0.0,0.203,0.265,188.049
878,878,dummy,48O0GrGJWml3DzHhC5sJ7a,0.676,0.577,10,-12.031,1,0.0365,0.186,0.0,0.148,0.934,91.98
879,879,dummy,0t2QiRkpag0fAgs9zuCPlH,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005
880,880,dummy,0h1yRXb0VDMH64xCsXoxaj,0.614,0.69,8,-6.585,1,0.029,0.328,0.00503,0.187,0.69,105.009
881,881,dummy,3VZQshi4COChhXaz7cLP02,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927
882,882,dummy,2Iq6HhIquO7JKr0KfTNLzU,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001
883,883,dummy,2zbHn4d6tUNQNSLAwS813T,0.7,0.635,1,-6.019,0,0.0374,0.00629,0.0,0.135,0.594,124.953
884,884,dummy,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956
885,885,dummy,0rUIff1QHd5zlOBtlHVqd9,0.464,0.814,10,-6.371,1,0.0369,0.00882,0.2,0.162,0.467,161.845
886,886,dummy,3GL12BAZFVQPcCOAgPaSsT,0.519,0.799,10,-4.207,1,0.0371,0.00878,0.0,0.107,0.226,107.489
887,887,dummy,2MrvoOqj007UVWUtGcCK0F,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223
888,888,dummy,51ZPtAuqT0V5lNONYZTrxy,0.648,0.28,5,-11.961,1,0.0333,0.396,0.0785,0.106,0.0393,120.058
889,889,dummy,74fpNVAJrKGQuqHETi4WSt,0.764,0.567,0,-8.585,1,0.0609,0.0126,9.51e-05,0.257,0.428,89.988
890,890,dummy,2qeESyQyH7MRHCBotCQsNq,0.664,0.888,7,-5.161,1,0.067,0.0252,0.0,0.216,0.605,127.369
891,891,dummy,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
892,892,dummy,5RoIXwyTCdyUjpMMkk4uPd,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139
893,893,dummy,77sVUchtzjpetfDZC9L59d,0.823,0.506,0,-5.516,1,0.0966,0.0986,0.000503,0.577,0.512,126.052
894,894,dummy,3a2tuvXCHbW5nuUckuHkKT,0.445,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.878
895,895,dummy,5RGHmrZCW2d4aBSfdrkiZJ,0.501,0.776,9,-3.074,1,0.0444,0.0139,2.77e-06,0.187,0.57,170.02
896,896,dummy,38tKqQuqodiUYOsw6HWyeQ,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019
897,897,dummy,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
898,898,dummy,6TK4Gszcg4IqyW0Ewtejcd,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125.026
899,899,dummy,0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016
900,900,dummy,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
901,901,dummy,6cRqxXoY6esNiFaOnl4EiC,0.83,0.33,4,-9.156,1,0.0485,0.0544,0.0,0.119,0.0744,121.974
902,902,dummy,62N2JSA0jHmSH7Va9t7hIf,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.874,0.0933,0.0656,121.011
903,903,dummy,7DTlsMOQjGysXHpwwpHuPl,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666
904,904,dummy,3ZUMC5OazTA8QtLpdlPdz9,0.575,0.971,8,-3.261,1,0.11,0.425,3.4e-06,0.105,0.764,106.052
905,905,dummy,3QLjDkgLh9AOEHlhQtDuhs,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
906,906,dummy,27ZhKzjHoE0UUlyMXu0ZFa,0.698,0.476,0,-7.459,1,0.0417,0.185,0.238,0.0542,0.181,124.986
907,907,dummy,2wqaekenSQZm7hxQOYt8oE,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939
908,908,dummy,01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825
909,909,dummy,5QcSDOm6mcvFDl7KBT1fHv,0.712,0.497,11,-8.976,1,0.0777,0.0235,0.768,0.101,0.238,139.987
910,910,dummy,6vSq5q5DCs1IvwKIq53hj2,0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048
911,911,dummy,0VffaI2jwQknRrxpECYHsF,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976
912,912,dummy,1YTO55iUyFqx1QgcWXArLB,0.856,0.694,10,-3.797,0,0.296,0.124,0.0,0.0955,0.538,139.876
913,913,dummy,6dDIOU6AqgLkrjFNPgvKY6,0.548,0.833,7,-3.294,1,0.0497,0.199,0.0,0.305,0.467,190.029
914,914,dummy,24YpJsdgTYhUmVbAE8spH4,0.592,0.808,6,-5.643,1,0.0598,0.0225,0.0,0.293,0.227,156.125
915,915,dummy,0qwcGscxUHGZTgq0zcaqk1,0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084
916,916,dummy,5wh4F70PB147MGSf03EUwi,0.725,0.879,11,-3.336,0,0.0551,0.0119,3.46e-05,0.367,0.638,128.03
917,917,dummy,4kte3OcW800TPvOVgrLLj8,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91
918,918,dummy,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083
919,919,dummy,457p7UH7hoHrbA2iI4PSCA,0.499,0.843,6,-2.224,1,0.113,0.0138,0.0,0.124,0.533,127.932
920,920,dummy,7aaeZpSr54XQKSwMYO5JeH,0.634,0.724,5,-5.842,0,0.0546,0.00499,0.000193,0.0732,0.309,148.024
921,921,dummy,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
922,922,dummy,5T6DM9qjjngWnukcw0svkX,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982
923,923,dummy,3m8CQnnfJJp4eQMWWl3zay,0.451,0.632,8,-7.98,0,0.297,0.0114,0.0,0.198,0.234,132.89
924,924,dummy,4h1T8pUzl9VtudWWlVAxxz,0.857,0.867,6,-4.952,0,0.063,0.0271,0.0,0.128,0.918,104.405
925,925,dummy,2XgGdD5d2MW4RNx8KnIjVh,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523
926,926,dummy,6JVroX8e45PFqUKuVkLgPs,0.456,0.76,1,-3.015,0,0.0988,0.0337,0.0,0.228,0.189,148.063
927,927,dummy,6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486
928,928,dummy,0fGh0trRN1xz3s41r7V5ce,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005
929,929,dummy,1IAzD1muglOxOcPbUHs70R,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053
930,930,dummy,5TRPicyLGbAF2LGBFbHGvO,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482
931,931,dummy,2dOGYtojJQzZcApzYmmb6I,0.807,0.702,6,-6.594,0,0.0748,0.307,0.0,0.111,0.447,114.038
932,932,dummy,2taRjStEzM0nXEZFoPBraO,0.751,0.856,7,-4.668,1,0.0619,0.0218,0.0,0.105,0.776,162.165
933,933,dummy,5maiP9UMnTSgoxPX8X3bdz,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975
934,934,dummy,6PtmdbZEEv7XReUEVQSmmL,0.675,0.648,1,-4.748,1,0.161,0.0818,0.0,0.584,0.293,130.968
935,935,dummy,20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005
936,936,dummy,01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958
937,937,dummy,5DI9jxTHrEiFAhStG7VA8E,0.793,0.524,8,-7.827,1,0.156,0.0319,0.0,0.156,0.579,86.325
938,938,dummy,1gpF8IwQQj8qOeVjHfIIDU,0.537,0.759,3,-5.622,1,0.0444,0.0267,0.0,0.0947,0.377,127.973
939,939,dummy,4NpDZPwSXmL0cCTaJuVrCw,0.679,0.522,7,-5.603,0,0.0427,0.297,0.0,0.151,0.445,60.014
940,940,dummy,67g3peWMWu7Vbq7aZNe1Ts,0.857,0.633,8,-5.205,1,0.203,0.0389,0.0,0.227,0.467,137.956
941,941,dummy,6DkXLzBQT7cwXmTyzAB1DJ,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954
942,942,dummy,44CZRkOxv7UItaAUmh8PgN,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503
943,943,dummy,5WBnKCEsPwsvWHUZmLjS3s,0.524,0.885,5,-3.079,1,0.037,0.0997,0.0,0.0708,0.395,119.954
944,944,dummy,6czR937sAtt4KbrZZPCYHA,0.709,0.891,10,-4.309,0,0.0693,0.158,2.6e-05,0.904,0.888,77.513
945,945,dummy,5Ssv6DaKrW0HczVqx6zXdl,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092
946,946,dummy,6Xe9wT5xeZETPwtaP2ynUz,0.602,0.834,1,-6.573,0,0.0358,0.0297,0.887,0.34,0.353,125.99
947,947,dummy,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
948,948,dummy,5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
949,949,dummy,3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
950,950,dummy,5zdfkwpby1vEPInXd7ZZaD,0.555,0.384,11,-10.133,1,0.0318,0.535,0.0,0.155,0.34,129.995
951,951,dummy,2TNXuraMu1KmoBawHmV0A8,0.608,0.485,4,-7.704,1,0.026,0.0903,0.0,0.132,0.41,82.036
952,952,dummy,0jtNFxtaDRzLTP75rmDRAB,0.484,0.474,9,-8.064,1,0.0363,0.8,0.0,0.0877,0.35,101.907
953,953,dummy,25xdTfiiGvxrW2tDvXdRAP,0.673,0.367,5,-8.581,1,0.0285,0.802,0.0,0.107,0.198,111.172
954,954,dummy,52wkPEG0BQOav8EQzpfEcU,0.448,0.188,7,-12.838,1,0.043,0.897,0.0,0.236,0.397,146.838
955,955,dummy,5iEBk3TTbXbUnYggu1An4R,0.632,0.524,6,-7.028,1,0.0302,0.585,0.0,0.0336,0.377,123.978
956,956,dummy,2X1Iaj38UEr7XUsgljzmOc,0.594,0.613,9,-6.29,1,0.0247,0.685,0.0,0.116,0.233,77.004
957,957,dummy,5tZbcQ5PYID0xB0VNblmrK,0.503,0.383,1,-9.151,1,0.0294,0.73,0.0,0.057,0.417,115.749
958,958,dummy,6pKjOzw1FB9bPU4njWgd2p,0.579,0.427,7,-6.969,1,0.0413,0.498,0.0,0.114,0.134,127.841
959,959,dummy,2spJRiZ8yxx3xw7mqFhrze,0.79,0.641,2,-11.083,1,0.0327,0.414,2.46e-05,0.0643,0.805,104.96
960,960,dummy,33qOoM0RnP090cr46Iz8eL,0.602,0.406,1,-8.105,1,0.0324,0.73,2.98e-06,0.115,0.0716,116.188
961,961,dummy,3evko7nqzkeBgN2z9GVLC1,0.531,0.291,10,-12.155,1,0.026,0.786,0.0,0.095,0.215,84.044
962,962,dummy,42qCCnUWSWwtBvursf3IF6,0.54,0.564,1,-5.705,1,0.0309,0.657,0.0,0.114,0.279,120.054
963,963,dummy,7x3KcaST1PQItcUOaIUkl3,0.464,0.56,1,-7.726,1,0.0296,0.374,1.44e-06,0.366,0.493,135.884
964,964,dummy,4lVpDq07Bp3o92xOeXenqW,0.473,0.222,7,-11.667,1,0.0506,0.902,0.0,0.205,0.302,141.001
965,965,dummy,55LJ9XE98Ic6zvrmNxuNEW,0.735,0.394,7,-8.18,1,0.0299,0.869,0.0,0.0957,0.381,77.985
966,966,dummy,1wQWWFjRA0BxpkTCsOFqYv,0.481,0.461,10,-6.985,1,0.0258,0.761,0.0,0.171,0.339,96.018
967,967,dummy,6cR8yjdHv6immnyDwTAgc0,0.672,0.593,1,-7.042,0,0.035,0.367,0.0,0.145,0.13,113.927
968,968,dummy,0DdtuxhIKcNBuDlYyayg4b,0.544,0.441,6,-8.39,1,0.0263,0.561,0.0,0.131,0.276,68.99
969,969,dummy,3U03WqeRZnEzlOV7fSA0vp,0.724,0.774,8,-5.162,1,0.0418,0.207,0.0,0.662,0.653,108.087
970,970,dummy,7HohaL77dTMuQbnCOT1eLV,0.482,0.717,7,-6.045,1,0.0464,0.171,0.0,0.417,0.406,160.005
971,971,dummy,25pWemriUQVrZ3yIiS2IBf,0.6,0.468,8,-9.126,1,0.0335,0.865,3.13e-06,0.104,0.203,123.987
972,972,dummy,4XjAJI8udK1WX86hhHxSRA,0.566,0.723,4,-9.121,0,0.0465,0.243,8.92e-05,0.148,0.0718,115.016
973,973,dummy,2T99nUHU24xb8MWeJRCpBN,0.376,0.401,10,-8.736,1,0.0318,0.713,0.0,0.137,0.201,133.545
974,974,dummy,1feXk4xCgpK8z4FyXJ2Xfv,0.547,0.408,3,-8.02,1,0.0256,0.509,0.0,0.192,0.179,83.039
